goal_bonus,heading_rad,heading_deg,lambda_mean,lambda_std,lambda_median,cos_theta_mean,cos_theta_std,cos_theta_median,success_rate,mean_ep_reward
1.0,-2.3165279162833827,-132.72727272727272,2.6571881771087646,8.0743989944458,1.215540885925293,0.05604918301105499,0.706914484500885,0.11625377833843231,0.704,6.053529712893123
1.0,-2.2530613980290433,-129.09090909090907,3.040050745010376,8.423835754394531,1.2236640453338623,0.0814717710018158,0.700962245464325,0.15398210287094116,0.704,6.053529712893123
1.0,-2.1895948797747042,-125.45454545454545,3.40054988861084,10.396291732788086,1.244213342666626,0.06190454214811325,0.7002905011177063,0.12939302623271942,0.704,6.053529712893123
1.0,-2.126128361520365,-121.81818181818183,3.740436553955078,12.32817554473877,1.2886816263198853,0.07029208540916443,0.6946576237678528,0.13574670255184174,0.704,6.053529712893123
1.0,-2.0626618432660258,-118.18181818181817,4.158576011657715,12.97991943359375,1.3707518577575684,0.05063096433877945,0.696700394153595,0.1145501583814621,0.704,6.053529712893123
1.0,-1.9991953250116865,-114.54545454545455,4.143708229064941,14.9227294921875,1.4216820001602173,0.06959080696105957,0.6954335570335388,0.14422373473644257,0.704,6.053529712893123
1.0,-1.9357288067573473,-110.9090909090909,3.940547466278076,13.642602920532227,1.462568759918213,0.030121823772788048,0.6982835531234741,0.0817582830786705,0.704,6.053529712893123
1.0,-1.872262288503008,-107.27272727272727,3.819279670715332,8.453241348266602,1.4609559774398804,0.05188380554318428,0.69794100522995,0.10861171036958694,0.704,6.053529712893123
1.0,-1.8087957702486688,-103.63636363636364,4.204258918762207,21.039413452148438,1.5551323890686035,0.06153810769319534,0.7018225193023682,0.12595391273498535,0.704,6.053529712893123
1.0,-1.7453292519943295,-100.0,4.012923240661621,10.443079948425293,1.488917350769043,0.07524169981479645,0.6944929957389832,0.13974601030349731,0.704,6.053529712893123
1.0,-1.6818627337399903,-96.36363636363636,4.2093706130981445,14.096534729003906,1.4383219480514526,0.10523557662963867,0.682891309261322,0.18871524930000305,0.704,6.053529712893123
